Sample,Age.Days,DPE,Treatment,Temperature,Tank.ID,Sex,Pathology.Results,Total.Worm.Count,Repeat.Extract,No.PCR.Product,Treatment.,Temperature.,DPE.,Temp.DPE.,Temp.Treat.,Treat.Temp.DPE.,Path.Res.,Temp.Path.,Shannon__Genus,Simpson__Genus,Richness__Genus,Phylogenetic__Genus,Shannon__Genus_norm,Simpson__Genus_norm,Richness__Genus_norm,Phylogenetic__Genus_norm
258,206,42,0,28,7,0,0,0,0,0,1,1,5,5,1,5,1,1,9.632895746,4.261524187,77,19.26576,0.329962602,0.336365707,0.514290988,0.520360881
259,206,42,0,28,7,0,0,0,0,0,1,1,5,5,1,5,1,1,7.917900759,3.366974682,71,17.95227,0.285691101,0.27515782,0.482392388,0.492404234
260,206,42,0,28,7,1,0,0,0,0,1,1,5,5,1,5,1,1,17.58582932,8.217336993,84,21.20929,0.493054252,0.520882868,0.550350187,0.559950675
261,206,42,0,35,2,1,0,0,0,0,1,3,5,15,5,15,1,5,19.74563393,13.17215599,68,16.59045,0.529834385,0.667202599,0.466065055,0.462259997
262,206,42,0,35,2,0,0,0,0,0,1,3,5,15,5,15,1,5,9.430384662,4.311703411,63,14.74926,0.324973983,0.339473068,0.438238797,0.419357689
263,206,42,0,35,2,0,0,0,0,0,1,3,5,15,5,15,1,5,20.91485468,13.66190041,67,16.77974,0.548824864,0.679034313,0.460562885,0.466525771
265,206,42,0,35,2,1,0,0,0,0,1,3,5,15,5,15,1,5,28.13430134,19.59272097,51,11.38657,0.654905927,0.800040597,0.367823948,0.333013166
266,206,42,0,32,5,1,0,0,0,0,1,2,5,10,3,10,1,3,13.81567563,6.55721299,75,20.84635,0.422330707,0.455059133,0.503765257,0.552706931
267,206,42,0,32,5,1,0,0,0,0,1,2,5,10,3,10,1,3,20.75081106,11.72329773,82,21.52912,0.546196319,0.629937306,0.540166571,0.566280248
268,206,42,0,32,5,1,0,0,1,0,1,2,5,10,3,10,1,3,20.68914425,12.86649722,78,20.02377,0.545205249,0.659632969,0.519515362,0.536040403
269,206,42,0,32,5,1,0,0,0,0,1,2,5,10,3,10,1,3,20.47621672,11.86709781,80,21.39121,0.541770664,0.633800661,0.529889373,0.563557046
270,206,42,0,32,5,1,0,0,0,0,1,2,5,10,3,10,1,3,18.21167301,9.954201892,85,22.33856,0.503956072,0.578889194,0.555407862,0.582082176
271,206,42,1,35,11,1,0,0,0,0,2,3,5,15,6,30,1,5,27.87916422,16.65854965,97,25.13932,0.651431786,0.744645955,0.614458435,0.634557063
272,206,42,1,35,11,1,0,0,0,0,2,3,5,15,6,30,1,5,7.640560538,4.812499472,54,15.94037,0.278051264,0.368953704,0.385962929,0.44741204
273,206,42,1,35,11,0,0,0,0,0,2,3,5,15,6,30,1,5,15.57711132,7.530946033,82,22.2498,0.456543582,0.495133333,0.540166571,0.580364236
274,206,42,1,35,11,1,0,0,0,0,2,3,5,15,6,30,1,5,15.2152941,7.86392817,80,21.02533,0.449696791,0.507856483,0.529889373,0.55628731
275,206,42,1,35,11,1,0,0,0,0,2,3,5,15,6,30,1,5,1.776144264,1.407193148,11,3.51033,0.050678558,0.069275592,0.060296516,0.050318309
276,206,42,1,32,1,0,0,0,0,0,2,2,5,10,4,25,1,3,21.6218077,11.44953637,105,26.43141,0.560024941,0.622473031,0.652306958,0.657728292
277,206,42,1,32,1,1,0,0,0,0,2,2,5,10,4,25,1,3,10.22531869,4.942328719,96,24.08657,0.344233555,0.376181297,0.609646451,0.615211483
278,206,42,1,32,1,1,1,9,0,0,2,2,5,10,4,25,2,4,23.81170336,12.59412165,108,27.22106,0.59349398,0.652761545,0.666219082,0.671597263
279,206,42,1,32,1,1,1,7,0,0,2,2,5,10,4,25,2,4,8.72959624,4.437627624,82,22.53438,0.30724031,0.347141571,0.540166571,0.585859619
280,206,42,1,32,1,0,1,2,0,0,2,2,5,10,4,25,2,4,4.152471138,2.534670079,59,16.66593,0.164703034,0.204668517,0.415376371,0.463964036
281,206,42,1,28,6,1,0,0,0,0,2,1,5,5,2,20,1,1,3.837414629,2.446397174,49,14.41689,0.152179687,0.19611236,0.355508447,0.411318737
282,206,42,1,28,6,1,1,14,0,0,2,1,5,5,2,20,2,2,53.77946294,30.33074161,135,32.66798,0.942367746,0.957320148,0.785516589,0.761994705
283,206,42,1,28,6,1,1,12,0,0,2,1,5,5,2,20,2,2,1.393138438,1.119090661,14,5.03633,0.025314637,0.020226343,0.091402297,0.12092782
284,206,42,1,28,6,1,0,0,0,0,2,1,5,5,2,20,1,1,11.74413845,4.143856743,73,19.87935,0.378862109,0.328958988,0.493133726,0.533077406
285,206,42,1,28,6,0,1,12,0,0,2,1,5,5,2,20,2,2,32.87744326,15.75499872,139,34.21815,0.716579032,0.725965134,0.802394497,0.78624632
287,206,42,1,28,10,0,1,4,0,0,2,1,5,5,2,20,2,2,1.124461075,1.033941293,22,7.83001,0.005129693,0.00373358,0.163972815,0.225430305
289,206,42,1,28,10,1,1,7,0,0,2,1,5,5,2,20,2,2,1.063376505,1.017657008,8,3.72974,0.000179699,0.000452571,0.025787333,0.06134833
290,206,42,1,28,10,1,1,6,0,0,2,1,5,5,2,20,2,2,1.064914384,1.016717151,17,6.22643,0.000306213,0.000261887,0.120084894,0.168434136
292,206,42,1,35,3,1,0,0,0,0,2,3,5,15,6,30,1,5,24.6926711,15.03761204,96,25.97348,0.606478746,0.71049293,0.609646451,0.649585657
293,206,42,1,35,3,0,0,0,0,0,2,3,5,15,6,30,1,5,16.53692321,9.084009469,84,21.23288,0.474293337,0.550972778,0.550350187,0.560419235
294,206,42,1,35,3,1,0,0,0,0,2,3,5,15,6,30,1,5,25.64378372,17.99548219,100,25.33544,0.620214479,0.770808681,0.628784015,0.638113708
295,206,42,1,35,3,0,0,0,0,0,2,3,5,15,6,30,1,5,17.75142161,9.997813077,89,22.87631,0.495959256,0.580234489,0.575419419,0.592414489
299,206,42,1,32,8,0,1,1,0,0,2,2,5,10,4,25,2,4,25.01782149,12.42840064,103,26.83641,0.611206706,0.648520555,0.642949307,0.664868254
300,206,42,1,32,8,1,1,14,0,0,2,2,5,10,4,25,2,4,37.59255984,20.81830862,121,32.76,0.773202972,0.821165284,0.724904824,0.763450963
301,206,42,0,32,12,1,0,0,0,0,1,2,5,10,3,10,1,3,15.83478348,7.240446145,82,20.5411,0.461366426,0.483648531,0.540166571,0.546563169
